,Unnamed: 0,block_num,id,race,sex,age,juv_fel_count,juv_misd_count,priors_count,charge_id,charge_degree,compas_decile_score,two_year_recid,c_charge_desc,mturk_charge_name,full_charge_description
920,921,19,4692,Caucasian,Male,47,0,0,0,45,misdemeanor,1,0,Battery,Battery,Intentionally causing bodily harm to another person without a weapon
921,922,19,3751,African American,Male,41,2,0,18,410,misdemeanor,10,1,Unlaw Use False Name/Identity,Fraud,Wrongful or criminal deception intended to result in financial or personal gain
922,923,19,3788,Caucasian,Male,39,0,0,0,306,felony,4,0,Possession of Cocaine,Possession of Cocaine,Possession of cocaine
923,924,19,10302,African American,Male,61,0,0,14,261,misdemeanor,2,0,Poss Of Controlled Substance,Possession of a Controlled Substance,Possession of a criminalized narcotic or pharmacological drug
924,925,19,837,Caucasian,Male,46,0,0,2,297,felony,6,1,Possession Of Alprazolam,Possession of a Controlled Substance,Possession of a criminalized narcotic or pharmacological drug
925,926,19,7231,African American,Male,37,0,0,3,45,misdemeanor,7,0,Battery,Battery,Intentionally causing bodily harm to another person without a weapon
926,927,19,2589,Hispanic,Female,34,0,0,5,218,felony,4,0,Live on Earnings of Prostitute,Prostitution,Engaging in sex for money
927,928,19,5825,African American,Male,24,0,0,11,190,felony,9,1,Grand Theft in the 3rd Degree,Grand Theft,The unlawful taking of property worth more than $300
928,929,19,6744,African American,Male,25,0,1,3,45,misdemeanor,10,1,Battery,Battery,Intentionally causing bodily harm to another person without a weapon
929,930,19,7084,Caucasian,Female,24,0,0,0,312,felony,5,0,Possession of Hydrocodone,Possession of a Controlled Substance,Possession of a criminalized narcotic or pharmacological drug
930,931,19,2100,Caucasian,Male,44,0,0,0,374,misdemeanor,1,0,Susp Drivers Lic 1st Offense,Driving with a Suspended License,Driving with a license that has been suspended
931,932,19,3019,Caucasian,Male,50,0,0,0,45,misdemeanor,2,1,Battery,Battery,Intentionally causing bodily harm to another person without a weapon
932,933,19,10334,African American,Male,20,0,0,0,382,felony,6,1,Threat Public Servant,Threat Against Public Servant,"An intentional and unlawful threat against an emergency medical care provider, firefighter, or law enforcement officer, coupled with the apparent ability to carry out the threat, which creates a genuine and reasonable fear that violence or harm is imminent"
933,934,19,3656,African American,Male,22,0,0,0,328,misdemeanor,9,0,Prowling/Loitering,Loitering,"Standing or waiting around idly in a manner unusual for law-abiding citizens, creating an imminent threat to public safety"
934,935,19,10699,African American,Male,57,0,0,28,306,felony,10,1,Possession of Cocaine,Possession of Cocaine,Possession of cocaine
935,936,19,4833,Caucasian,Male,25,0,0,2,190,felony,5,0,Grand Theft in the 3rd Degree,Grand Theft,The unlawful taking of property worth more than $300
936,937,19,7631,Caucasian,Male,22,0,0,0,306,felony,5,1,Possession of Cocaine,Possession of Cocaine,Possession of cocaine
937,938,19,6420,African American,Male,24,0,1,9,239,misdemeanor,9,1,Operating W/O Valid License,Operating a Vehicle without a Valid Drivers License,Operating a motor vehicle without a valid drivers license
938,939,19,5760,Caucasian,Male,38,0,0,0,132,misdemeanor,1,0,DUI Blood Alcohol Above 0.20,Driving Under the Influence,Operating a motor vehicle with a blood alcohol content (BAC) of 0.08% or higher
939,940,19,787,Hispanic,Male,30,0,0,7,45,misdemeanor,4,0,Battery,Battery,Intentionally causing bodily harm to another person without a weapon
940,941,19,8530,Hispanic,Male,45,0,0,0,169,felony,1,0,Felony Battery (Dom Strang),Battery,Intentionally causing bodily harm to another person without a weapon
941,942,19,1240,African American,Male,29,0,1,16,306,felony,10,0,Possession of Cocaine,Possession of Cocaine,Possession of cocaine
942,943,19,8149,Caucasian,Male,27,0,0,3,423,misdemeanor,3,0,Viol Injunct Domestic Violence,Domestic Violence,"The touching or striking of a family member, household member, or domestic partner against their will"
943,944,19,1532,Hispanic,Male,59,0,0,1,216,misdemeanor,1,0,License Suspended Revoked,Driving with a Revoked License,Driving with a license that has been revoked
944,945,19,10544,Caucasian,Male,67,0,0,0,45,misdemeanor,1,0,Battery,Battery,Intentionally causing bodily harm to another person without a weapon
945,946,19,5177,Hispanic,Male,37,0,0,3,45,misdemeanor,1,1,Battery,Battery,Intentionally causing bodily harm to another person without a weapon
946,947,19,2504,Caucasian,Male,22,0,0,0,242,misdemeanor,2,1,Petit Theft,Theft,The taking of another person's property worth less than $300
947,948,19,7334,African American,Male,26,0,1,24,129,felony,10,1,Driving While License Revoked,Driving with a Revoked License,Driving with a license that has been revoked
948,949,19,2128,African American,Male,26,0,0,3,90,felony,3,1,Crimin Mischief Damage $1000+,Criminal Damage of more than $1000,"When a person willfully and maliciously damages another person's property - with damage of more than $1,000"
949,950,19,6389,Caucasian,Female,29,0,0,6,306,felony,7,1,Possession of Cocaine,Possession of Cocaine,Possession of cocaine
950,951,20,9442,African American,Male,25,0,0,1,246,felony,8,1,Pos Cannabis W/Intent Sel/Del,Possession of Cannabis/Marijuana,Possession of cannabis/marijuana
951,952,20,4809,Caucasian,Female,39,0,0,8,268,felony,7,1,Poss Pyrrolidinovalerophenone,Possession of a Controlled Substance,Possession of a criminalized narcotic or pharmacological drug
952,953,20,8207,Caucasian,Male,31,0,0,3,45,misdemeanor,2,1,Battery,Battery,Intentionally causing bodily harm to another person without a weapon
953,954,20,1283,African American,Male,21,0,1,1,33,felony,9,1,Att Burgl Conv Occp,Burglary,"Unlawfully entering a dwelling or structure or remaining in a dwelling or structure after permission to remain has been withdrawn, with the intent to commit a crime inside"
954,955,20,3511,Caucasian,Male,23,0,0,0,280,felony,3,0,"Poss3,4 Methylenedioxymethcath",Possession of Ecstasy,Possession of Ecstasy
955,956,20,4774,Caucasian,Male,61,0,0,0,128,misdemeanor,1,0,Driving Under The Influence,Driving Under the Influence,Operating a motor vehicle with a blood alcohol content (BAC) of 0.08% or higher
956,957,20,10012,African American,Female,24,0,0,2,190,felony,6,1,Grand Theft in the 3rd Degree,Grand Theft,The unlawful taking of property worth more than $300
957,958,20,10377,Caucasian,Male,41,0,0,0,10,felony,1,0,Aggrav Battery w/Deadly Weapon,Battery with a Deadly Weapon,Intentionally causing bodily harm to another person with a deadly weapon
958,959,20,9581,African American,Female,23,0,0,0,58,felony,3,0,Burglary Conveyance Unoccup,Burglary,"Unlawfully entering a dwelling or structure or remaining in a dwelling or structure after permission to remain has been withdrawn, with the intent to commit a crime inside"
959,960,20,9875,African American,Male,31,0,1,3,190,felony,1,1,Grand Theft in the 3rd Degree,Grand Theft,The unlawful taking of property worth more than $300
960,961,20,3919,Asian,Male,46,0,0,3,306,felony,5,1,Possession of Cocaine,Possession of Cocaine,Possession of cocaine
961,962,20,1331,African American,Male,23,0,3,6,58,felony,10,1,Burglary Conveyance Unoccup,Burglary,"Unlawfully entering a dwelling or structure or remaining in a dwelling or structure after permission to remain has been withdrawn, with the intent to commit a crime inside"
962,963,20,7023,Caucasian,Male,25,0,0,2,246,felony,5,0,Pos Cannabis W/Intent Sel/Del,Possession of Cannabis/Marijuana,Possession of cannabis/marijuana
963,964,20,6315,African American,Male,30,0,0,9,129,felony,3,1,Driving While License Revoked,Driving with a Revoked License,Driving with a license that has been revoked
964,965,20,5103,Hispanic,Male,30,0,0,7,5,felony,9,0,Agg Assault W/int Com Fel Dome,Assault,"An intentional and unlawful threat against another person, coupled with the apparent ability to carry out the threat, which creates a genuine and reasonable fear that violence or harm is imminent"
965,966,20,10289,Caucasian,Male,36,0,0,0,306,felony,8,1,Possession of Cocaine,Possession of Cocaine,Possession of cocaine
966,967,20,1215,Hispanic,Male,83,0,0,0,45,misdemeanor,1,0,Battery,Battery,Intentionally causing bodily harm to another person without a weapon
967,968,20,3285,African American,Male,46,0,0,5,7,felony,5,1,Agg Fleeing and Eluding,Assault,"An intentional and unlawful threat against another person, coupled with the apparent ability to carry out the threat, which creates a genuine and reasonable fear that violence or harm is imminent"
968,969,20,3273,African American,Male,21,0,0,1,306,felony,9,1,Possession of Cocaine,Possession of Cocaine,Possession of cocaine
969,970,20,2310,African American,Male,28,0,0,3,280,felony,2,0,"Poss3,4 Methylenedioxymethcath",Possession of Ecstasy,Possession of Ecstasy
970,971,20,3869,African American,Male,26,0,0,0,128,misdemeanor,4,0,Driving Under The Influence,Driving Under the Influence,Operating a motor vehicle with a blood alcohol content (BAC) of 0.08% or higher
971,972,20,3205,Caucasian,Male,49,0,0,2,134,misdemeanor,1,0,DUI Property Damage/Injury,Driving Under the Influence,Operating a motor vehicle with a blood alcohol content (BAC) of 0.08% or higher
972,973,20,203,African American,Female,24,0,0,0,45,misdemeanor,2,0,Battery,Battery,Intentionally causing bodily harm to another person without a weapon
973,974,20,9337,Caucasian,Male,44,0,0,1,61,felony,5,0,Burglary Dwelling Occupied,Burglary,"Unlawfully entering a dwelling or structure or remaining in a dwelling or structure after permission to remain has been withdrawn, with the intent to commit a crime inside"
974,975,20,173,African American,Male,33,0,0,5,253,felony,5,1,Poss Contr Subst W/o Prescript,Possession of a Controlled Substance,Possession of a criminalized narcotic or pharmacological drug
975,976,20,5877,African American,Male,35,0,1,8,129,felony,9,0,Driving While License Revoked,Driving with a Revoked License,Driving with a license that has been revoked
976,977,20,3236,African American,Male,29,0,0,12,306,felony,10,1,Possession of Cocaine,Possession of Cocaine,Possession of cocaine
977,978,20,9165,African American,Male,26,0,0,0,190,felony,9,0,Grand Theft in the 3rd Degree,Grand Theft,The unlawful taking of property worth more than $300
978,979,20,6391,African American,Male,24,0,0,2,402,misdemeanor,8,1,Tresspass Struct/Conveyance,Trespassing,"Willfully entering or remaining on some form of real property without authorization, license, or invitation"
979,980,20,4553,Hispanic,Male,34,0,0,2,239,misdemeanor,3,0,Operating W/O Valid License,Operating a Vehicle without a Valid Drivers License,Operating a motor vehicle without a valid drivers license
980,981,20,6788,African American,Male,61,0,0,12,170,felony,3,0,Felony Battery w/Prior Convict,Battery,Intentionally causing bodily harm to another person without a weapon
981,982,20,5997,Caucasian,Male,24,0,0,1,15,felony,6,0,Aggravated Assault W/Dead Weap,Assault with a Deadly Weapon,"An intentional and unlawful threat against another person with a deadly weapon, or while in the commission of a felony, which creates a reasonable fear that violence or harm is imminent"
982,983,20,10068,Caucasian,Male,22,0,0,0,190,felony,4,0,Grand Theft in the 3rd Degree,Grand Theft,The unlawful taking of property worth more than $300
983,984,20,8876,African American,Male,29,0,0,7,61,felony,3,0,Burglary Dwelling Occupied,Burglary,"Unlawfully entering a dwelling or structure or remaining in a dwelling or structure after permission to remain has been withdrawn, with the intent to commit a crime inside"
984,985,20,2507,African American,Male,28,0,0,5,283,misdemeanor,6,0,Possess Cannabis/20 Grams Or Less,Possession of Cannabis/Marijuana,Possession of cannabis/marijuana
985,986,20,9473,African American,Male,38,0,0,14,190,felony,7,0,Grand Theft in the 3rd Degree,Grand Theft,The unlawful taking of property worth more than $300
986,987,20,2934,African American,Male,25,0,0,1,64,felony,3,1,Burglary Structure Unoccup,Burglary,"Unlawfully entering a dwelling or structure or remaining in a dwelling or structure after permission to remain has been withdrawn, with the intent to commit a crime inside"
987,988,20,3679,Caucasian,Female,47,0,0,0,326,misdemeanor,3,1,Prostitution/Lewd Act Assignation,Prostitution,Engaging in sex for money
988,989,20,1670,African American,Male,23,0,0,1,404,felony,6,1,Unauth Poss ID Card or DL,Fraud,Wrongful or criminal deception intended to result in financial or personal gain
989,990,20,5297,African American,Female,30,0,0,15,45,misdemeanor,8,1,Battery,Battery,Intentionally causing bodily harm to another person without a weapon
990,991,20,1216,Caucasian,Male,28,0,0,2,246,felony,6,0,Pos Cannabis W/Intent Sel/Del,Possession of Cannabis/Marijuana,Possession of cannabis/marijuana
991,992,20,10394,African American,Male,30,0,0,0,45,misdemeanor,1,0,Battery,Battery,Intentionally causing bodily harm to another person without a weapon
992,993,20,5001,African American,Male,23,0,0,0,45,misdemeanor,2,1,Battery,Battery,Intentionally causing bodily harm to another person without a weapon
993,994,20,7923,Caucasian,Male,68,0,0,7,15,felony,7,1,Aggravated Assault W/Dead Weap,Assault with a Deadly Weapon,"An intentional and unlawful threat against another person with a deadly weapon, or while in the commission of a felony, which creates a reasonable fear that violence or harm is imminent"
994,995,20,7722,African American,Female,23,0,0,3,186,felony,9,1,Grand Theft (Motor Vehicle),Grand Theft,The unlawful taking of property worth more than $300
995,996,20,7153,African American,Male,21,0,0,0,45,misdemeanor,4,0,Battery,Battery,Intentionally causing bodily harm to another person without a weapon
996,997,20,10720,African American,Male,22,0,0,1,45,misdemeanor,6,1,Battery,Battery,Intentionally causing bodily harm to another person without a weapon
